Date_Time,Test_Time(s),Step_Time(s),Step_Index,Voltage(V),Current(A),Surface_Temp(degC)
2019-09-05 02:02:14.274,11754.538368,2006.0006,5,3.1217617988586426,-2.5003552436828613,25.490737915039062
2019-09-05 02:02:15.274,11755.538568,2007.0008,5,3.1215264797210693,-2.5003881454467773,25.490737915039062
2019-09-05 02:02:16.274,11756.538368,2008.0006,5,3.121389389038086,-2.5003910064697266,25.524515587893884
2019-09-05 02:02:17.275,11757.538768,2009.001,5,3.121535301208496,-2.5003767013549805,25.524518966674805
2019-09-05 02:02:18.275,11758.538868,2010.0011,5,3.121511936187744,-2.5003814697265625,25.524518966674805
2019-09-05 02:02:19.274,11759.538467999999,2011.0007,5,3.1214120388031006,-2.5003767013549805,25.48264503479004
2019-09-05 02:02:20.274,11760.538368,2012.0006,5,3.121372938156128,-2.5003271102905273,25.48264503479004
2019-09-05 02:02:21.275,11761.538868,2013.0011,5,3.1213321685791016,-2.5003533363342285,25.48264503479004
2019-09-05 02:02:22.274,11762.538368,2014.0006,5,3.1212618350982666,-2.5003609657287598,25.51243019104004
2019-09-05 02:02:23.275,11763.538967999999,2015.0012,5,3.121349573135376,-2.500372886657715,25.51243019104004
2019-09-05 02:02:24.274,11764.538568,2016.0008,5,3.1210527420043945,-2.500344753265381,25.51243019104004
2019-09-05 02:02:25.275,11765.538668,2017.0009,5,3.1212158203125,-2.5003647804260254,25.51645620140287
2019-09-05 02:02:26.274,11766.538368,2018.0006,5,3.1211395263671875,-2.500363826751709,25.516456604003906
2019-09-05 02:02:27.275,11767.538868,2019.0011,5,3.1210241317749023,-2.5003795623779297,25.516456604003906
2019-09-05 02:02:28.275,11768.538668,2020.0009,5,3.1209094524383545,-2.500359058380127,25.53072166442871
2019-09-05 02:02:29.274,11769.538168,2021.0004,5,3.1208670139312744,-2.5003561973571777,25.53072166442871
2019-09-05 02:02:30.274,11770.538368,2022.0006,5,3.1210317611694336,-2.500385284423828,25.48453602022878
2019-09-05 02:02:31.274,11771.538168,2023.0004,5,3.1211438179016113,-2.5003504753112793,25.48453140258789
2019-09-05 02:02:32.274,11772.538368,2024.0006,5,3.1207618713378906,-2.5003347396850586,25.48453140258789
2019-09-05 02:02:33.275,11773.538868,2025.0011,5,3.1208808422088623,-2.5003609657287598,25.526695251464844
2019-09-05 02:02:34.275,11774.538768,2026.001,5,3.12089204788208,-2.5003466606140137,25.526695251464844
2019-09-05 02:02:35.275,11775.538668,2027.0009,5,3.1207852363586426,-2.5003862380981445,25.526695251464844
2019-09-05 02:02:36.274,11776.538368,2028.0006,5,3.120861768722534,-2.500361919403076,25.499723434448242
2019-09-05 02:02:37.274,11777.538268,2029.0005,5,3.120748996734619,-2.5003514289855957,25.499723434448242
2019-09-05 02:02:38.275,11778.539068,2030.0013,5,3.1206812858581543,-2.5003504753112793,25.499723434448242
2019-09-05 02:02:39.274,11779.538168,2031.0004,5,3.1205554008483887,-2.5003695487976074,25.553340911865234
2019-09-05 02:02:40.274,11780.538368,2032.0006,5,3.120413064956665,-2.500357151031494,25.553340911865234
2019-09-05 02:02:41.275,11781.538967999999,2033.0012,5,3.120535373687744,-2.5003862380981445,25.553340911865234
2019-09-05 02:02:42.275,11782.538868,2034.0011,5,3.1204538345336914,-2.500361919403076,25.480180740356445
2019-09-05 02:02:43.275,11783.538967999999,2035.0012,5,3.1203062534332275,-2.5003719329833984,25.480180740356445
2019-09-05 02:02:44.275,11784.538568,2036.0008,5,3.1202263832092285,-2.5003581047058105,25.480180740356445
2019-09-05 02:02:45.275,11785.538768,2037.001,5,3.1203453540802,-2.5003514289855957,25.480180740356445
